,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,tcs37,tcs38,tcs39,tcs40,tcs41,tcs42,tc43,tc44,tc45,tc46,tc47,tc48,tc49,tc50,tc51,tc52,tc53,dv54,ae55,ae56,ae57,ae58,ae59,ae60,ae61,ae62,ae63,ae64,ae65,ae66,ae67,ae68,d69,d70
1259,0.0,55370.92,100.0,0.0,0.0,699208.52,0.0,0.0,0.0,28.0,629.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4794767.815000001,0.0,0.0,203.0,6.754269799629396,0.0,0.0,0.0,0.0,0.0,5,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0.0,65962.43,100.0,0.0,0.0,635771.1,0.0,0.0,0.0,28.0,627.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4883767.648,367.0,6.0,200.0,5.883679983333428,0.0,0.0,0.0,0.0,0.0,127,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,0.0,49495.91,0.0,100.0,0.0,7470154.0,9961174.1,0.0,0.0,23.0,745.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482603.95999999996,0.0,0.0,189.0,0.03994721512939092,0.0,0.0,0.0,0.0,0.0,464,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
939,0.0,359109.65,83.0,17.0,2.0,5627517.449999999,9312203.53,0.0,0.0,12.0,521.0,6.0,3089952.1399999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1357.0,7.0028919507807235,0.0,0.0,0.0,0.0,0.0,136,31.0,62.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,0.0,33993.82,100.0,0.0,0.0,71740000.0,0.0,0.0,10000000.0,9.0,643.0,6.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,937066.24,11211533.538,5.0,594.0,-1.0749794281920517,0.0,100.0,0.0,0.0,0.0,161,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,0.0,0.0,100.0,0.0,0.0,241457270.94,999441.32,0.0,0.0,35.0,813.0,6.0,0.0,0.0,0.0,3627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,102.0,2.3825683593750036,100.0,0.0,0.0,0.0,0.0,562,212.0,182.0,212.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,0.0,23392.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,-0.47011550496831234,0.0,0.0,0.0,0.0,0.0,437,-3.0,-3.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
200,0.0,0.0,61.0,39.0,0.0,742754.0,3702897.14,0.0,0.0,27.0,610.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14602.630000000001,94380.44,0.0,6.0,2.0,20438.74,0.0,5.0,253.0,5.827687154310704,0.0,0.0,8.0,100.0,0.0,2,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,0.0,0.0,100.0,0.0,3.0,267009222.83999997,260969240.25,0.0,0.0,31.0,621.0,6.0,10636403.860000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266845.696,10.0,9.0,3744.0,-1.3587292487964935,0.0,0.0,0.0,0.0,0.0,726,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1237,0.0,8307.1,100.0,0.0,0.0,246621.47999999998,0.0,0.0,154024.45,4.0,729.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,3.1606689186646095,0.0,0.0,0.0,0.0,0.0,364,31.0,1.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,0.0,0.0,100.0,0.0,3.0,7583608.33,52277552.09,0.0,0.0,39.0,591.0,6.0,428269.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7031281.4120000005,166319.4,0.0,149.0,-1.2925522747676912,0.0,0.0,0.0,0.0,0.0,359,30.0,31.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0.0,11442844.82,78.0,22.0,0.0,33626595.70999999,0.0,0.0,3972827.7,24.0,795.0,6.0,247181.79,0.0,0.0,848.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,16134256.08,0.0,487.0,-1.2880421673919744,0.0,100.0,0.0,0.0,0.0,968,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1417,0.0,16873.65,100.0,0.0,0.0,15496694.199999997,7976367.8,0.0,4500000.0,28.0,773.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,712.0,4.066383012706452,0.0,0.0,0.0,0.0,0.0,412,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,0.0,5947316.77,100.0,0.0,5.0,33084267.45,0.0,0.0,0.0,24.0,803.0,6.0,415224.89,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.585,15094391.059999999,0.0,613.0,-0.642603537839324,0.0,100.0,0.0,0.0,0.0,907,31.0,153.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2475,0.0,6400113.2,100.0,0.0,5.0,33084267.45,0.0,0.0,0.0,24.0,803.0,6.0,415224.89,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.585,15094391.059999999,0.0,613.0,-0.642603537839324,0.0,100.0,0.0,0.0,0.0,907,31.0,153.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2563,0.0,12018088.16,78.0,22.0,0.0,36054993.54,0.0,0.0,7972827.7,24.0,803.0,6.0,399264.08999999997,0.0,0.0,848.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,17242156.22,0.0,353.0,-1.3028216530927135,0.0,100.0,0.0,0.0,0.0,999,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2160,0.0,251243.06,100.0,0.0,0.0,13449129.66,7703280.12,0.0,7989700.0,15.0,731.0,6.0,2077527.1099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232980.8,0.0,14.0,226.0,-0.6552590376198486,0.0,0.0,0.0,0.0,0.0,576,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0.0,0.0,100.0,0.0,0.0,2697355.2,1424143.67,0.0,2160000.0,7.0,770.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,468921.09,927519.9100000001,91320.93,20.0,145.0,823609.351,78634.02,10.0,352.0,-0.5067481589693759,0.0,0.0,165.0,0.0,100.0,557,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,0.0,91592.99,100.0,0.0,10.0,75514994.16,3040857.52,0.0,6642614.7,18.0,456.0,6.0,1178008.37,0.0,0.0,0.0,0.0,11.0,21669.0,976691.66,71773.1,1.0,25.0,31649.25,6275075.68,17.0,425.0,-1.1591552519767094,0.0,0.0,26.0,0.0,100.0,156,31.0,32.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,0.0,551090.97,100.0,0.0,0.0,28433223.07,0.0,0.0,8000000.0,15.0,848.0,6.0,635531.29,276.0,0.0,2472.0,2748.0,0.0,0.0,0.0,0.0,0.0,0.0,352823.51,8213897.607,2.0,808.0,1.8420914830505604,0.0,100.0,0.0,0.0,0.0,14,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,0.0,0.1,100.0,0.0,0.0,65407597.589999996,386419.6,0.0,8000000.0,23.0,802.0,6.0,329530.18,0.0,0.0,0.0,0.0,0.0,0.0,12129.61,0.0,0.0,0.0,653508.711,0.0,7.0,2884.0,0.8714861810512486,0.0,0.0,0.0,0.0,0.0,278,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
608,0.0,2780608.72,100.0,0.0,2.0,15349028.07,0.0,0.0,3071719.0,23.0,600.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,91365.22,14111533.799999999,3.0,280.0,-1.4290216904107151,0.0,0.0,1.0,0.0,100.0,565,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,0.0,3414666.87,100.0,0.0,6.0,9972222.75,168258.41,0.0,0.0,11.0,402.0,6.0,248374.72,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,2.0,5759948.377,24641.06,0.0,8.0,0.7506887052341571,0.0,0.0,2.0,0.0,100.0,323,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0.0,1665544.93,70.0,30.0,3.0,169244638.44,2626678.75,0.0,8000000.0,17.0,628.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19869966.315999996,59532085.141,9.0,731.0,-0.9450574142362544,0.0,0.0,0.0,0.0,0.0,98,28.0,60.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2750,0.0,388819.1,100.0,0.0,0.0,4755773.0,0.0,0.0,4280195.7,16.0,755.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100044.54,2.0,8.0,-1.7534598268864001,0.0,0.0,0.0,0.0,0.0,48,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0.0,4179655.89,100.0,0.0,1.0,26593973.979999997,0.0,0.0,0.0,24.0,699.0,6.0,526941.6799999999,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,85077.015,10575145.0,0.0,420.0,1.3893247945967486,0.0,100.0,0.0,0.0,0.0,724,30.0,92.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2845,0.0,0.0,100.0,0.0,0.0,253051068.26999998,504236.91,0.0,8000000.0,19.0,683.0,6.0,0.0,0.0,6993.0,0.0,6767.0,0.0,0.0,0.0,0.0,0.0,0.0,1617730.243,46271065.06,13.0,5250.0,1.4712907509568156,0.0,100.0,0.0,0.0,0.0,9,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,0.0,15734.1,0.0,100.0,0.0,0.0,79482762.35,0.0,0.0,23.0,807.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,709.0,2.3740646482990932,0.0,0.0,0.0,0.0,0.0,595,28.0,1.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0.0,25059.92,100.0,0.0,0.0,71740000.0,0.0,0.0,10000000.0,9.0,730.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174314.119,8207052.11,17.0,606.0,-0.6886450931477475,0.0,0.0,0.0,0.0,0.0,373,90.0,60.0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0.0,106392.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.07599774603719123,0.0,0.0,0.0,0.0,0.0,527,-3.0,-3.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2065,0.0,0.0,100.0,0.0,0.0,13010063.74,0.0,0.0,0.0,8.0,801.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11356.32,0.0,0.0,1.0,2118325.645,89327950.61999999,10.0,862.0,-0.6811753757780439,0.0,0.0,1.0,0.0,100.0,1,31.0,-3.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,0.0,11985459.5,78.0,22.0,0.0,36292514.51,0.0,0.0,7972827.7,24.0,778.0,6.0,264695.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27599.541999999998,17559177.12,0.0,343.0,-1.331930147645987,0.0,0.0,0.0,0.0,0.0,1029,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2839,0.0,40062.96,100.0,0.0,0.0,92947342.73,0.0,0.0,0.0,45.0,841.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7788.0,0.0,0.0,0.0,76277.14199999999,0.0,16.0,865.0,0.8993886662799233,0.0,0.0,0.0,0.0,0.0,265,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2370,0.0,0.0,100.0,0.0,0.0,4759828.51,0.0,529.8,990000.0,7.0,178.0,6.0,0.0,0.0,0.0,19862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857051.27,0.0,2.0,24.0,3.895833333333341,100.0,0.0,0.0,0.0,0.0,18,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,0.0,0.1,0.0,100.0,0.0,998.78,70201850.27,0.0,0.0,23.0,619.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100600.0,16.0,709.0,-1.0068963754486757,0.0,0.0,0.0,0.0,0.0,656,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,0.0,1693826.72,17.0,83.0,3.0,13490357.69,0.0,0.0,0.0,23.0,589.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,1.0,19580.604,10422640.920000002,0.0,239.0,-1.2435714251870713,0.0,0.0,1.0,0.0,100.0,230,31.0,123.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.0,464600.63,100.0,0.0,0.0,6703443.7,0.0,0.0,2813400.0,10.0,390.0,6.0,0.0,0.0,4235.0,0.0,4638.0,0.0,1379306.91,14466.25,0.0,16.0,0.0,15118.02,0.0,15.0,55.0,-1.1976336392175093,0.0,100.0,16.0,100.0,0.0,436,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,60049.71,443406.63,94.0,6.0,26.0,86247760.41,39737205.73,0.0,8000000.0,15.0,350.0,6.0,15023342.620000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.33,0.0,8.0,789.0,-1.0797303287365625,0.0,0.0,0.0,0.0,0.0,326,31.0,62.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0.0,5271921.16,100.0,0.0,7.0,12068208.629999999,403619.23,0.0,0.0,11.0,485.0,6.0,222610.05,85.0,0.0,0.0,85.0,0.0,0.0,604199.98,0.0,0.0,0.0,6820084.965000001,1018095.27,0.0,9.0,-0.2400000000000002,0.0,100.0,0.0,0.0,0.0,383,29.0,1.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0.0,6100770.22,100.0,0.0,5.0,27927355.15,0.0,0.0,0.0,24.0,738.0,6.0,571722.8400000001,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,12926443.4,0.0,420.0,1.7207940856409154,0.0,100.0,0.0,0.0,0.0,815,29.0,61.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1374,0.0,46181.96,100.0,0.0,0.0,63740000.0,0.0,0.0,0.0,9.0,709.0,6.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,771171.34,11135209.858,1.0,593.0,0.6993232777349134,0.0,100.0,0.0,0.0,0.0,69,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1325,0.0,48542.58,100.0,0.0,0.0,490742.39,14191650.84,0.0,0.0,27.0,634.0,6.0,195116.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41556000.95200001,1954892.2199999997,0.0,1275.0,6.879451115499043,0.0,0.0,0.0,0.0,0.0,692,29.0,1.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2552,0.0,1339460.89,70.0,30.0,3.0,169244638.44,2626678.75,0.0,8000000.0,17.0,628.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19869966.315999996,59532085.141,9.0,731.0,-0.9450574142362544,0.0,0.0,0.0,0.0,0.0,98,28.0,60.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
824,0.0,110731.56,100.0,0.0,0.0,94179.89,15677151.61,0.0,0.0,27.0,652.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38699839.727,2211315.3699999996,0.0,1245.0,8.013406141360147,0.0,0.0,0.0,0.0,0.0,601,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1745,0.0,33986.98,100.0,0.0,0.0,0.0,46423099.77,0.0,0.0,25.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71784245.78899999,280162166.04999995,4.0,678.0,5.680988760960702,0.0,0.0,0.0,0.0,0.0,149,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1394,0.0,29931.6,100.0,0.0,0.0,63651589.86,15000.0,0.0,6240000.0,17.0,672.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447641.70699999994,16949880.93,3.0,1020.0,-1.5595686698284514,0.0,0.0,0.0,0.0,0.0,70,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0.0,1957702.26,18.0,82.0,3.0,13030755.610000001,0.0,0.0,0.0,23.0,691.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,1.0,18599.124,11286240.66,0.0,309.0,-1.0788644731467438,0.0,0.0,1.0,0.0,100.0,261,31.0,154.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,0.0,42240.4,100.0,0.0,0.0,87248720.46,66880.31,0.0,0.0,45.0,791.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7788.0,0.0,0.0,0.0,148911.13400000002,0.0,0.0,999.0,0.8111506026885165,0.0,0.0,0.0,0.0,0.0,83,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434,0.0,122167.6,100.0,0.0,26.0,83662510.53999999,76194367.66,2427616.87,8000000.0,15.0,266.0,6.0,7025727.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.33,0.0,1.0,657.0,-1.410358201123952,0.0,0.0,0.0,0.0,0.0,265,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,0.0,136052.6,100.0,0.0,0.0,234273570.89,14568849.77,0.0,0.0,29.0,854.0,6.0,234273570.89,0.0,0.0,733.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,88525510.369,200609.04000000004,18.0,11579.0,-0.24505257989838602,100.0,0.0,0.0,0.0,0.0,1194,28.0,1.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.0,8887752.7,100.0,0.0,5.0,29182444.740000002,187478.32,0.0,4000000.0,11.0,775.0,6.0,3060094.39,85.0,0.0,0.0,85.0,0.0,0.0,604199.98,0.0,0.0,0.0,26773600.439000003,2559635.98,13.0,18.0,-1.9703716686214023,0.0,100.0,0.0,0.0,0.0,748,28.0,29.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,0.0,178100.56,100.0,0.0,0.0,33730.29,0.0,0.0,0.0,11.0,751.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785551.87,0.0,0.0,1.0,133539.0,130432703.75999999,0.0,341.0,-1.2133785552133436,0.0,0.0,1.0,0.0,100.0,470,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,0.0,25201.01,100.0,0.0,0.0,23764230.24,8629063.68,0.0,4500000.0,28.0,775.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,712.0,1.188471646517236,0.0,0.0,0.0,0.0,0.0,443,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.0,11278965.24,78.0,22.0,0.0,36054993.54,0.0,0.0,7972827.7,24.0,803.0,6.0,399264.08999999997,0.0,0.0,848.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,17242156.22,0.0,353.0,-1.3028216530927135,0.0,100.0,0.0,0.0,0.0,999,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,0.0,2055326.18,100.0,0.0,3.0,14355017.670000002,0.0,0.0,3071719.0,23.0,624.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111137.18,0.0,0.0,1.0,108776.83300000001,14193530.629999999,15.0,280.0,-0.8129990626999999,0.0,0.0,1.0,0.0,100.0,716,30.0,90.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0.0,6467007.87,100.0,0.0,5.0,26936569.639999993,0.0,0.0,0.0,24.0,797.0,6.0,469843.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,13381237.059999999,0.0,585.0,-0.7911893275870407,0.0,0.0,0.0,0.0,0.0,876,30.0,122.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2702,0.0,2883489.53,100.0,0.0,7.0,18479452.58,374767.3,0.0,0.0,22.0,699.0,6.0,740313.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389764.7,35601.6,4.0,0.0,2.421677323661072,0.0,0.0,0.0,0.0,0.0,98,30.0,31.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185,0.0,11683.1,100.0,0.0,0.0,16500000.0,8896314.85,0.0,0.0,51.0,826.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.44,0.0,0.0,0.0,11518671.517,30433730.66,26.0,3521.0,3.5444108390824542,0.0,0.0,0.0,0.0,0.0,964,212.0,182.0,212.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2403,0.0,1080840.87,0.0,100.0,21.0,787618.45,0.0,0.0,0.0,10.0,316.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,280067.44,128377.71,0.0,23.0,5344.279,0.0,0.0,6.0,-0.54323380741228,0.0,0.0,23.0,0.0,100.0,311,31.0,154.0,31.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
